Geo Point;Geo Shape;annee;borne_eau;eclairage;id_ajeu;nom;nom_voie;notes;numero;photo;sev;echelle;espace_publique;numsite;nuquart;nusect;objectid
48.1051552785, -1.66660042231;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.666465418474746, 48.10522376979692], [-1.666452085887243, 48.105216391469185], [-1.666441192094987, 48.10521280135821], [-1.666432179607347, 48.105202124579804], [-1.666429305660339, 48.10519438932595], [-1.666428109728125, 48.10517867368811], [-1.666432208646713, 48.105170700467525], [-1.666444057812905, 48.10515859124473], [-1.666457302377168, 48.105147154346376], [-1.666492265996858, 48.10511372657179], [-1.666506706946431, 48.10510387023672], [-1.666516519988586, 48.10509327094157], [-1.666535415045544, 48.10508011071094], [-1.66655808868606, 48.10507069242031], [-1.666576370591098, 48.105065386448224], [-1.666610115602442, 48.10506189291152], [-1.666634769332514, 48.10506258260643], [-1.666659607381864, 48.105065695895526], [-1.66667879499616, 48.105070533408146], [-1.666695747374079, 48.10507778730485], [-1.66672646752615, 48.105096366531114], [-1.666745025840943, 48.10511058897011], [-1.666759387618739, 48.105129727675916], [-1.666762677601571, 48.10515707670189], [-1.666758090325091, 48.10517452016006], [-1.666748331276237, 48.10519997409311], [-1.666740570360099, 48.105205731570514], [-1.66673611616342, 48.10520903457307], [-1.666734308057294, 48.10521530911595], [-1.666719279994721, 48.10521744283086], [-1.666703576745454, 48.10521248641518], [-1.666690527711038, 48.10521059131591], [-1.666672919933862, 48.105208851523386], [-1.666657749624697, 48.105210899996315], [-1.666643982926811, 48.10521371146548], [-1.666623526854389, 48.10522224321487], [-1.666614619864284, 48.10522885005408], [-1.666608125656794, 48.10523537427516], [-1.666602936306715, 48.105244915469335], [-1.666601019656575, 48.10524975270672], [-1.666512133736042, 48.10523703051979], [-1.666492962292236, 48.10523066230834], [-1.6664727017365, 48.10522586200546], [-1.666465418474746, 48.10522376979692]]]]}";0;;;291;SQUARE DES FRANCAIS LIBRES;;;0244AJEUX01;;Equipe 15;500;OUI;0244;2;15;320
48.0901721062, -1.64082405488;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.640748218295172, 48.09021243161223], [-1.640887160249635, 48.09016110391651], [-1.640901172660928, 48.09017509462535], [-1.640979071224116, 48.09027050362302], [-1.640991875745483, 48.090274535105934], [-1.640938598053058, 48.09034688016583], [-1.640925751209631, 48.090342273711826], [-1.640884162218852, 48.09032189612842], [-1.64083697652223, 48.09029324488485], [-1.640789165962513, 48.0902563309747], [-1.640748218295172, 48.09021243161223]]], [[[-1.640688931233153, 48.089973864207565], [-1.640703999271893, 48.08993189210642], [-1.640818312270947, 48.09007496798661], [-1.640694965867584, 48.090119519839796], [-1.640685693230356, 48.09008039840947], [-1.640681521086832, 48.09004119358317], [-1.640682810995261, 48.090008466642274], [-1.640688931233153, 48.089973864207565]]]]}";0;;;277;GROUPE SCOLAIRE ROBERT DOISNEAU;;;0301AJEUX01;;Equipe 33;500;NON;0301;7;33;214
48.1227589837, -1.71053883039;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.71047252527136, 48.12281136502542], [-1.710423712597927, 48.12277820356359], [-1.71041915064867, 48.12277485000811], [-1.710413621495162, 48.12276765685051], [-1.710402724440438, 48.12275011550179], [-1.710399995664297, 48.12274786819881], [-1.710394901385463, 48.12274633323048], [-1.710408287316757, 48.1227070648866], [-1.710515178184826, 48.122710309148985], [-1.710523374413563, 48.12271020682216], [-1.710535287631408, 48.12271123631105], [-1.710669331415, 48.12273353208579], [-1.71067643926928, 48.122733286900576], [-1.710681290788453, 48.12273167886583], [-1.710683346868975, 48.122730437640506], [-1.710702490517519, 48.12278172963773], [-1.710700076983446, 48.12278181317912], [-1.710512369647652, 48.12281710310797], [-1.710501828482029, 48.122818187256506], [-1.710494049793294, 48.122818455401564], [-1.710488629829897, 48.12281792227868], [-1.710482046010134, 48.12281625819245], [-1.710476191781804, 48.12281357932514], [-1.71047252527136, 48.12281136502542]]]]}";0;;;378;SQUARE DU NIVERNAIS;;;0199AJEUX01;;Equipe 18;500;OUI;0199;10;18;19
48.1258223779, -1.66375002029;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.663710669047737, 48.125808784179675], [-1.663741928221516, 48.12577242390033], [-1.663817584930509, 48.12580702857172], [-1.66375207717256, 48.12587169774928], [-1.663698866479592, 48.125849586177004], [-1.663696204572622, 48.125844932001534], [-1.663693748627807, 48.12583385121096], [-1.663701287841705, 48.12581981782928], [-1.663710669047737, 48.125808784179675]]]]}";0;;;29;HALTE GARDERIE DU GROS CHÊNE;;;0274AJEUX01;;Equipe 11;500;NON;0274;5;11;363
48.092177664, -1.65930428414;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.659244572404744, 48.09210046769231], [-1.659254881561642, 48.09206986321537], [-1.659276195872579, 48.0920691370664], [-1.659293985877593, 48.09206979094046], [-1.65933934538987, 48.092081300573255], [-1.659361380870778, 48.09209009286013], [-1.659378418313285, 48.09210382825553], [-1.659395903673985, 48.09212349071876], [-1.659413206374498, 48.0921407286097], [-1.659415488037933, 48.09214776354089], [-1.659418676396157, 48.09216674317949], [-1.659415254872717, 48.0921907195588], [-1.659409228148588, 48.09220515113966], [-1.659397934026846, 48.09222102259815], [-1.659377792916751, 48.09223719592368], [-1.659344122084467, 48.092261033414296], [-1.659295201391794, 48.092273415704966], [-1.659254360606743, 48.09227363765807], [-1.659214629589191, 48.09226544732178], [-1.659183561648153, 48.09225453150138], [-1.659214065426645, 48.092181911732844], [-1.659234364089923, 48.0921217943189], [-1.659244572404744, 48.09210046769231]]]]}";0;;;234;RUE ANDRE GIDE;;;0424AJEUX01;;Equipe 42;500;OUI;0424;7;42;96
48.0932113927, -1.65337732798;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.653312753176595, 48.093196505307205], [-1.653385318271477, 48.093144965254545], [-1.653469937544658, 48.093197458376764], [-1.65335069928736, 48.09328218996247], [-1.653316588027838, 48.093259490979236], [-1.653312753176595, 48.093196505307205]]]]}";0;;;239;JARDIN GERARD PHILIPE;;;0432AJEUX01;http://web-bdu/PhotoJardin/0432/photos/IMG_4282.jpg;Equipe 42;500;OUI;0432;7;42;149
48.1166269501, -1.70544498781;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.705389110713014, 48.1164636802261], [-1.705420515816269, 48.11646115704024], [-1.705444552727582, 48.11646249016502], [-1.705486558684316, 48.11647193672437], [-1.705513969201083, 48.11648918025893], [-1.705594926947404, 48.11658030018614], [-1.705610922485375, 48.116590734484966], [-1.705604928152804, 48.116640462424144], [-1.70560688143956, 48.116665876227955], [-1.70560542504384, 48.11677289290776], [-1.705449646229606, 48.11677024929756], [-1.705419061972191, 48.116767701783736], [-1.70539361480542, 48.116762005591134], [-1.705373474688763, 48.11675540650174], [-1.70532854418837, 48.11673588639545], [-1.705286326418069, 48.116709698918676], [-1.705276601595304, 48.11669688861842], [-1.705276153634699, 48.11669105074374], [-1.705278160451202, 48.116661179389254], [-1.705296652405061, 48.11654835286656], [-1.705301443598922, 48.11652495727188], [-1.705305010378743, 48.11651538048249], [-1.705318897731163, 48.116496623662876], [-1.705372141498326, 48.11646858720669], [-1.705389110713014, 48.1164636802261]]]]}";0;;;71;SQUARE DE PROVENCE;;;0351AJEUX02;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/035102.jpg;Equipe 13;500;OUI;0351;10;13;220
48.1184197041, -1.70641190272;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.706188294536871, 48.11869512985813], [-1.70620308814679, 48.11834877937225], [-1.706227474357025, 48.11834064560365], [-1.706229003884179, 48.118295466155146], [-1.706123112664571, 48.11825879187311], [-1.706125538255862, 48.11811373640138], [-1.706527928157466, 48.11812206346885], [-1.706524246731537, 48.118315900642706], [-1.706720797908696, 48.1183191368501], [-1.706768535174009, 48.118320911701254], [-1.706762534439749, 48.11847373593694], [-1.706621854696744, 48.1184716525267], [-1.706612558632756, 48.11872156208183], [-1.706280522601806, 48.11871590120916], [-1.706280169471887, 48.11869556446449], [-1.706188294536871, 48.11869512985813]]]]}";0;;;92;GROUPE SCOLAIRE JEAN MOULIN;;;0370AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/037001.jpg;Equipe 13;500;NON;0370;10;13;255
48.119847144, -1.7053397357;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.705166756916358, 48.11976984296638], [-1.705188586731391, 48.11973019291017], [-1.705217535843317, 48.11974117049741], [-1.705253702070305, 48.11975334048911], [-1.705269665193059, 48.11975459135544], [-1.70527569652227, 48.11975258204175], [-1.705281548518863, 48.11974823902673], [-1.705297266979953, 48.11972878918743], [-1.705303255933297, 48.11972624185148], [-1.705318445482005, 48.119726168217994], [-1.70555484100389, 48.119755837275], [-1.705607647611112, 48.119762300868224], [-1.705557850440038, 48.119847483224426], [-1.705508201242345, 48.11993635307513], [-1.705385927667719, 48.119949840851135], [-1.705276686214318, 48.11996143913327], [-1.70521105313811, 48.119968292988965], [-1.705191310439325, 48.11996861327038], [-1.705174458825141, 48.11996631292661], [-1.705155389374709, 48.11996138742967], [-1.705136211669266, 48.11995331433753], [-1.705125112029456, 48.11994361316079], [-1.705116889860723, 48.11993462235745], [-1.705108874342917, 48.11992481391763], [-1.70510695327195, 48.1199138054755], [-1.705106340806296, 48.119900590782954], [-1.705109336967292, 48.119890583213284], [-1.705166756916358, 48.11976984296638]]]]}";0;;;74;SQUARE DU DAUPHINE;;;0353AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/035301.jpg;Equipe 13;500;OUI;0353;10;13;250
48.118164109, -1.70537982447;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.705276773095796, 48.11818942144308], [-1.705405832638993, 48.11808974032753], [-1.705439651259938, 48.118153701985335], [-1.705444476599528, 48.11816275155585], [-1.705445679954421, 48.11819035866272], [-1.705441448060033, 48.11820095026285], [-1.705435007497179, 48.11820670145719], [-1.70542657241241, 48.11821037164055], [-1.705415251702624, 48.11821229733887], [-1.705400491020379, 48.11821127034123], [-1.705276773095796, 48.11818942144308]]]]}";0;Non;Non;668;AVENUE GASTON BERGER  N° 7 à 23;Gaston Berger;;0352AJEUX01;;Equipe 13;500;OUI;0352;10;13;102
48.0928721843, -1.66036341264;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.660140097339238, 48.09288284118883], [-1.66029996775602, 48.092817660321856], [-1.660300827328214, 48.0928038004204], [-1.660340874144988, 48.09280481953472], [-1.660338000649339, 48.09287023266561], [-1.660381579695432, 48.09287110494783], [-1.660386572388451, 48.09276791521187], [-1.66052557026107, 48.09277100795404], [-1.660517773535884, 48.092944527853284], [-1.660135758302042, 48.092936589958434], [-1.660140097339238, 48.09288284118883]]]]}";2007;Oui;Non;467;SQUARE CLAIRE ET GUY CHAMPOLLION;;;0451AJEUX01;;Equipe 42;500;OUI;0451;7;42;191
48.115510983, -1.67237899792;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.672287542460176, 48.11552749186889], [-1.672303963577753, 48.11546597449821], [-1.672423977118392, 48.11547933932913], [-1.672430572545784, 48.11546002632207], [-1.672499509905331, 48.11546763433657], [-1.672506047805085, 48.11546853556429], [-1.672504043063014, 48.11548793146099], [-1.672504490571404, 48.11548798446169], [-1.672501032253523, 48.11551299001368], [-1.672416268035058, 48.11550697391441], [-1.672398897485959, 48.1155701446007], [-1.672372358386032, 48.11556804036997], [-1.672288352042713, 48.11556104815697], [-1.672280728948204, 48.11556046673711], [-1.672287542460176, 48.11552749186889]]]]}";0;;;398;GROUPE SCOLAIRE JEAN ZAY;;;0589AJEUX01;;Equipe 01;500;NON;0589;2;1;223
48.0887935511, -1.66212260166;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.661989603212658, 48.08877655861474], [-1.661990392604569, 48.088710893734074], [-1.662258533175897, 48.08871489162406], [-1.662258705252552, 48.08871362585202], [-1.66225454269727, 48.08887637706432], [-1.661986226571052, 48.088871844710596], [-1.661987084852401, 48.08881770259213], [-1.661989603212658, 48.08877655861474]]]]}";0;;;226;SQUARE ALEXIS LE STRAT;;;0504AJEUX01;;Equipe 24;500;OUI;0504;11;24;358
48.0875670364, -1.65889911945;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.658851094882279, 48.087615303982865], [-1.658853736724805, 48.08751734297363], [-1.658947824015468, 48.087519357938106], [-1.658944048906721, 48.0876165476299], [-1.658851094882279, 48.087615303982865]]]]}";0;;;204;PLACE DE SERBIE;;;1343AJEUX01;;Equipe 21;500;OUI;1343;11;21;212
48.1244375776, -1.68739785225;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.687290123361442, 48.124602017995834], [-1.687190676577515, 48.1244904517025], [-1.687202174175185, 48.12445791372992], [-1.687170918718629, 48.12445367382547], [-1.687115447194433, 48.12432979339842], [-1.687147903769023, 48.12432336785398], [-1.687241368944209, 48.12430404484763], [-1.687306868687568, 48.12431116110526], [-1.687337585059757, 48.12429606145778], [-1.687443069819971, 48.1242510254101], [-1.68751624141332, 48.1243461156918], [-1.687560008630941, 48.1243961159614], [-1.687562996364499, 48.12439475340239], [-1.687583283179902, 48.12441206437739], [-1.687605589389983, 48.12442939666682], [-1.687624294260818, 48.12444009962176], [-1.687637813153395, 48.1244462985988], [-1.687658258405632, 48.12445163046628], [-1.68767149304835, 48.12445585775005], [-1.687704917935599, 48.12446209419397], [-1.68774648699811, 48.12446931155071], [-1.68778709320436, 48.12447800265664], [-1.687586567248671, 48.1245604247522], [-1.687470391951471, 48.12454307159153], [-1.687324336080603, 48.124606246377844], [-1.687290123361442, 48.124602017995834]]]]}";0;;;130;SQUARE DE COETLOGON;;;0650AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/065001.jpg;Equipe 27;500;OUI;0650;4;27;258
48.0917193908, -1.67569394888;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.675665899917101, 48.09165893226063], [-1.675678832279672, 48.091657762801724], [-1.675695175613362, 48.09165865681355], [-1.675716805095983, 48.091664822436364], [-1.675723518573091, 48.09166750035492], [-1.675730427081414, 48.091672715881], [-1.675741106515907, 48.09168470818433], [-1.67574368547672, 48.091690071905326], [-1.675745347944308, 48.09169888708981], [-1.675756370755221, 48.09169905681198], [-1.675782393725468, 48.09169965074798], [-1.675780552460812, 48.09177404015906], [-1.675780525272388, 48.0917736808344], [-1.675641505842355, 48.09177166983547], [-1.675644771416259, 48.09175383173669], [-1.675645295168645, 48.091746640563265], [-1.675637112027687, 48.09174387825322], [-1.675629315130696, 48.09174123719402], [-1.675614180670846, 48.09173484969011], [-1.67560559344074, 48.091728964465005], [-1.675602069818707, 48.09172545033388], [-1.675600600376044, 48.091720411818216], [-1.675600229945677, 48.091708429952305], [-1.675601620696033, 48.09169820562814], [-1.675606854234908, 48.0916885764791], [-1.675616472266914, 48.09167952407255], [-1.675632556478801, 48.091669886938135], [-1.675650429297227, 48.091662369360506], [-1.675665899917101, 48.09165893226063]]]]}";0;;;265;PROMENADE DU CANUT NORD;;;0647AJEUX02;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/064701.jpg;Equipe 28;500;OUI;0647;12;28;79
48.0868380135, -1.66159406768;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.661555270794451, 48.08674237120872], [-1.661576309325237, 48.086738051457814], [-1.661602889456915, 48.08673768517912], [-1.661623610890379, 48.08674156988741], [-1.661642337528671, 48.08674750433722], [-1.661656746655886, 48.08675673701075], [-1.661670078953931, 48.086773029073974], [-1.661677677323225, 48.08679167843296], [-1.661675556232429, 48.08680444609523], [-1.661672144512501, 48.08692935532291], [-1.661511532538905, 48.0869272710285], [-1.661516668023753, 48.08677376050047], [-1.661525444002004, 48.0867601354203], [-1.661541351474085, 48.08674842779512], [-1.661555270794451, 48.08674237120872]]]]}";0;;;227;SQUARE DES GRISONS;;;0505AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/050501.jpg;Equipe 24;500;OUI;0505;11;24;95
48.125718172, -1.63553078537;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.635425739408524, 48.1256880309542], [-1.635613318072146, 48.125668228497624], [-1.635636900730009, 48.12574575518294], [-1.635450856924237, 48.125770252408536], [-1.635425739408524, 48.1256880309542]]]]}";0;Non;Non;868;RUE BENJAMIN FRANKLIN;;;1206AJEUX01;;Equipe 22;0;OUI;1206;6;22;272
48.1117981241, -1.66801631016;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.667851948550192, 48.11197123937078], [-1.667872771674447, 48.11184336154791], [-1.667896714880424, 48.11184704626234], [-1.667905490247208, 48.11178570126135], [-1.667878365912996, 48.11178437583348], [-1.667894576295992, 48.11168649166828], [-1.667909671630361, 48.111618087936804], [-1.668011643317562, 48.11162595041209], [-1.668030864957266, 48.11152346205216], [-1.668151918976879, 48.11151707693167], [-1.668180766126959, 48.11154103204382], [-1.668163169182745, 48.11170901256163], [-1.668281424744244, 48.11171607583809], [-1.668275253665136, 48.111806778267926], [-1.668264440909193, 48.111806329709204], [-1.668040558950524, 48.11178809230939], [-1.667990372855014, 48.1121212224907], [-1.667833264061528, 48.11211412324213], [-1.667851948550192, 48.11197123937078]]]]}";0;;;138;ECOLE MATERNELLE DE LA DUCHESSE;;;0483AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/048301.jpg;Equipe 05;500;NON;0483;2;15;85
48.0869553056, -1.66858376358;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.668444976657559, 48.08691465898593], [-1.668488164381028, 48.086883791903865], [-1.668767396474685, 48.086888265332234], [-1.668763310072795, 48.08701941036161], [-1.668348700819605, 48.0870125317794], [-1.668349168000159, 48.086995578949214], [-1.668402907161335, 48.08694947237746], [-1.668444976657559, 48.08691465898593]]]]}";0;;;214;ILOT ITALIE-ANDORRE;;;0503AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/050301.jpg;Equipe 24;500;OUI;0503;11;24;173
48.107181862, -1.65799678965;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.657888050682133, 48.10728615906133], [-1.657829660735741, 48.10726608905324], [-1.657846728072048, 48.10724299813663], [-1.657807910345503, 48.10722928422202], [-1.657791089482709, 48.107198974568185], [-1.65781747367899, 48.107109119624276], [-1.658153629666381, 48.10703743182053], [-1.6581611663308, 48.107053472627825], [-1.658175417283044, 48.10708359891744], [-1.658126099028661, 48.10709446349504], [-1.658159612768178, 48.10716580152366], [-1.658177601098721, 48.107202644283916], [-1.658202080126465, 48.10725592254053], [-1.658185636208216, 48.1072783620204], [-1.658150997735809, 48.10726657656434], [-1.658106196221664, 48.10727674632735], [-1.658063690747966, 48.1072622583147], [-1.658042988034788, 48.10729060466757], [-1.657963619413359, 48.1073076244374], [-1.657905023019126, 48.10732024522243], [-1.657888050682133, 48.10728615906133]]]]}";0;;;136;GROUPE SCOLAIRE PABLO PICASSO;;;0478AJEUX02;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/047802.jpg;Equipe 15;500;NON;0478;2;15;17
